course_code,institution_name,course_name,degree_type,placed,last_grade,region,type,lat,lon
9015,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Bioquímica,L1,80.0,148.3,Lisbon,Public,38.7376,-9.1545
9089,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Civil,L1,47.0,138.5,Lisbon,Public,38.7376,-9.1545
9096,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia de Materiais,L1,23.0,133.5,Lisbon,Public,38.7376,-9.1545
9099,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia do Ambiente,L1,30.0,114.3,Lisbon,Public,38.7376,-9.1545
9104,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,55.0,163.8,Lisbon,Public,38.7376,-9.1545
9113,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Física,L1,25.0,170.8,Lisbon,Public,38.7376,-9.1545
9119,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Informática,L1,170.0,138.5,Lisbon,Public,38.7376,-9.1545
9123,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Mecânica,L1,76.0,165.8,Lisbon,Public,38.7376,-9.1545
9126,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Química e Biológica,L1,67.0,129.3,Lisbon,Public,38.7376,-9.1545
9209,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Matemática,L1,25.0,158.1,Lisbon,Public,38.7376,-9.1545
9224,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Química Aplicada,L1,27.0,120.5,Lisbon,Public,38.7376,-9.1545
9348,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Biologia Celular e Molecular,L1,65.0,165.0,Lisbon,Public,38.7376,-9.1545
9455,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Biomédica,L1,57.0,167.5,Lisbon,Public,38.7376,-9.1545
L167,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Matemática Aplicada à Gestão do Risco,L1,22.0,170.3,Lisbon,Public,38.7376,-9.1545
L209,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,165.0,119.3,Lisbon,Public,38.7376,-9.1545
L231,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia de Micro e Nanotecnologias,L1,45.0,108.5,Lisbon,Public,38.7376,-9.1545
L286,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Tecnologia Agro-Industrial,L1,9.0,124.3,Lisbon,Public,38.7376,-9.1545
L358,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Engenharia de Comunicações e de Informação,L1,17.0,127.8,Lisbon,Public,38.7376,-9.1545
L370,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,Geologia para a Sustentabilidade,L1,20.0,123.0,Lisbon,Public,38.7376,-9.1545
9081,Universidade Nova de Lisboa - Faculdade de Economia,Economia,L1,195.0,174.6,Lisbon,Public,38.7376,-9.1545
9147,Universidade Nova de Lisboa - Faculdade de Economia,Gestão,L1,295.0,177.6,Lisbon,Public,38.7376,-9.1545
L313,Universidade Nova de Lisboa - Faculdade de Economia,Estudos do Mar,L1,34.0,137.5,Lisbon,Public,38.7376,-9.1545
8259,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Sistemas e Tecnologias de Informação,L1,32.0,117.8,Lisbon,Public,38.7376,-9.1545
9155,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Gestão de Informação,L1,59.0,131.5,Lisbon,Public,38.7376,-9.1545
L188,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,Ciência de Dados,L1,45.0,168.0,Lisbon,Public,38.7376,-9.1545
9078,Universidade Nova de Lisboa - Faculdade de Direito,Direito,L1,100.0,178.0,Lisbon,Public,38.7376,-9.1545
8183,Universidade do Minho,Geografia e Planeamento,L1,45.0,137.5,Braga,Public,41.5607,-8.397
8184,Universidade do Minho,Optometria e Ciências da Visão,L1,20.0,117.3,Braga,Public,41.5607,-8.397
8358,Universidade do Minho,Direito (regime pós-laboral),L1,15.0,167.5,Braga,Public,41.5607,-8.397
8427,Universidade do Minho,Educação (regime pós-laboral),L1,7.0,123.5,Braga,Public,41.5607,-8.397
8494,Universidade do Minho,Design de Produto,L1,33.0,162.8,Braga,Public,41.5607,-8.397
9002,Universidade do Minho,Administração Pública,L1,41.0,150.5,Braga,Public,41.5607,-8.397
9006,Universidade do Minho,Arqueologia,L1,20.0,141.8,Braga,Public,41.5607,-8.397
9012,Universidade do Minho,Biologia e Geologia,L1,23.0,122.3,Braga,Public,41.5607,-8.397
9015,Universidade do Minho,Bioquímica,L1,61.0,137.0,Braga,Public,41.5607,-8.397
9019,Universidade do Minho,Ciência Política,L1,31.0,125.0,Braga,Public,41.5607,-8.397
9023,Universidade do Minho,Ciências da Comunicação,L1,65.0,163.8,Braga,Public,41.5607,-8.397
9056,Universidade do Minho,Contabilidade,L1,35.0,162.5,Braga,Public,41.5607,-8.397
9078,Universidade do Minho,Direito,L1,110.0,173.3,Braga,Public,41.5607,-8.397
9081,Universidade do Minho,Economia,L1,84.0,164.5,Braga,Public,41.5607,-8.397
9089,Universidade do Minho,Engenharia Civil,L1,34.0,148.3,Braga,Public,41.5607,-8.397
9096,Universidade do Minho,Engenharia de Materiais,L1,26.0,116.3,Braga,Public,41.5607,-8.397
9098,Universidade do Minho,Engenharia de Telecomunicações e Informática,L1,14.0,121.5,Braga,Public,41.5607,-8.397
9104,Universidade do Minho,Engenharia e Gestão Industrial,L1,68.0,169.5,Braga,Public,41.5607,-8.397
9113,Universidade do Minho,Engenharia Física,L1,35.0,133.5,Braga,Public,41.5607,-8.397
9119,Universidade do Minho,Engenharia Informática,L1,170.0,135.5,Braga,Public,41.5607,-8.397
9123,Universidade do Minho,Engenharia Mecânica,L1,83.0,159.8,Braga,Public,41.5607,-8.397
9126,Universidade do Minho,Engenharia Química e Biológica,L1,32.0,128.8,Braga,Public,41.5607,-8.397
9127,Universidade do Minho,Engenharia Têxtil,L1,4.0,127.5,Braga,Public,41.5607,-8.397
9134,Universidade do Minho,Estudos Culturais,L1,20.0,118.5,Braga,Public,41.5607,-8.397
9139,Universidade do Minho,Filosofia,L1,27.0,145.0,Braga,Public,41.5607,-8.397
9141,Universidade do Minho,Física,L1,8.0,131.8,Braga,Public,41.5607,-8.397
9146,Universidade do Minho,Geologia,L1,2.0,125.8,Braga,Public,41.5607,-8.397
9147,Universidade do Minho,Gestão,L1,94.0,168.8,Braga,Public,41.5607,-8.397
9181,Universidade do Minho,História,L1,43.0,156.0,Braga,Public,41.5607,-8.397
9192,Universidade do Minho,Línguas Aplicadas,L1,51.0,144.5,Braga,Public,41.5607,-8.397
9195,Universidade do Minho,Línguas e Literaturas Europeias,L1,38.0,127.8,Braga,Public,41.5607,-8.397
9205,Universidade do Minho,Marketing,L1,45.0,160.0,Braga,Public,41.5607,-8.397
9209,Universidade do Minho,Matemática,L1,35.0,127.3,Braga,Public,41.5607,-8.397
9219,Universidade do Minho,Psicologia,L1,67.0,169.8,Braga,Public,41.5607,-8.397
9223,Universidade do Minho,Química,L1,2.0,119.3,Braga,Public,41.5607,-8.397
9229,Universidade do Minho,Relações Internacionais,L1,67.0,142.0,Braga,Public,41.5607,-8.397
9240,Universidade do Minho,Sociologia,L1,56.0,145.3,Braga,Public,41.5607,-8.397
9243,Universidade do Minho,Teatro,L1,25.0,122.0,Braga,Public,41.5607,-8.397
9257,Universidade do Minho,Arquitetura,MI,55.0,172.8,Braga,Public,41.5607,-8.397
9353,Universidade do Minho,Educação,L1,51.0,119.0,Braga,Public,41.5607,-8.397
9379,Universidade do Minho,Ciências do Ambiente,L1,9.0,123.0,Braga,Public,41.5607,-8.397
9381,Universidade do Minho,Estatística Aplicada,L1,22.0,117.0,Braga,Public,41.5607,-8.397
9397,Universidade do Minho,Ciências da Computação,L1,33.0,118.0,Braga,Public,41.5607,-8.397
9455,Universidade do Minho,Engenharia Biomédica,L1,65.0,156.8,Braga,Public,41.5607,-8.397
9499,Universidade do Minho,Design e Marketing de Moda,L1,30.0,151.5,Braga,Public,41.5607,-8.397
9688,Universidade do Minho,Biologia Aplicada,L1,21.0,127.8,Braga,Public,41.5607,-8.397
9785,Universidade do Minho,Negócios Internacionais,L1,33.0,160.0,Braga,Public,41.5607,-8.397
9813,Universidade do Minho,Medicina,MI,122.0,183.5,Braga,Public,41.5607,-8.397
9817,Universidade do Minho,Artes Visuais,L1,26.0,156.5,Braga,Public,41.5607,-8.397
9853,Universidade do Minho,Educação Básica,L1,69.0,153.8,Braga,Public,41.5607,-8.397
9917,Universidade do Minho,Estudos Portugueses,L1,23.0,126.3,Braga,Public,41.5607,-8.397
L078,Universidade do Minho,Criminologia e Justiça Criminal,L1,35.0,158.5,Braga,Public,41.5607,-8.397
L112,Universidade do Minho,Proteção Civil e Gestão do Território,L1,21.0,127.3,Braga,Public,41.5607,-8.397
L147,Universidade do Minho,Estudos Orientais: Estudos Chineses e Japoneses,L1,16.0,123.0,Braga,Public,41.5607,-8.397
L188,Universidade do Minho,Ciência de Dados,L1,34.0,144.5,Braga,Public,41.5607,-8.397
L215,Universidade do Minho,Engenharia e Gestão de Sistemas de Informação,L1,141.0,137.0,Braga,Public,41.5607,-8.397
L218,Universidade do Minho,Engenharia Eletrónica Industrial e Computadores,L1,88.0,117.5,Braga,Public,41.5607,-8.397
L221,Universidade do Minho,Engenharia Aeroespacial,L1,31.0,188.5,Braga,Public,41.5607,-8.397
L229,Universidade do Minho,Engenharia de Polímeros,L1,20.0,129.0,Braga,Public,41.5607,-8.397
9554,Universidade do Porto - Faculdade de Ciências da Nutrição e da Alimentação,Ciências da Nutrição,L1,49.0,142.8,Porto,Public,41.1523,-8.636
9257,Universidade do Porto - Faculdade de Arquitetura,Arquitetura,MI,124.0,178.8,Porto,Public,41.1523,-8.636
8258,Universidade do Porto - Faculdade de Ciências,Arquitetura Paisagista,L1,25.0,149.3,Porto,Public,41.1523,-8.636
9011,Universidade do Porto - Faculdade de Ciências,Biologia,L1,131.0,155.3,Porto,Public,41.1523,-8.636
9015,Universidade do Porto - Faculdade de Ciências,Bioquímica,L1,92.0,151.3,Porto,Public,41.1523,-8.636
9086,Universidade do Porto - Faculdade de Ciências,Engenharia Agronómica,L1,10.0,113.8,Porto,Public,41.1523,-8.636
9113,Universidade do Porto - Faculdade de Ciências,Engenharia Física,L1,59.0,137.3,Porto,Public,41.1523,-8.636
9141,Universidade do Porto - Faculdade de Ciências,Física,L1,39.0,120.3,Porto,Public,41.1523,-8.636
9146,Universidade do Porto - Faculdade de Ciências,Geologia,L1,16.0,110.3,Porto,Public,41.1523,-8.636
9209,Universidade do Porto - Faculdade de Ciências,Matemática,L1,56.0,145.0,Porto,Public,41.1523,-8.636
9223,Universidade do Porto - Faculdade de Ciências,Química,L1,8.0,125.8,Porto,Public,41.1523,-8.636
9385,Universidade do Porto - Faculdade de Ciências,Matemática Aplicada,L1,60.0,154.8,Porto,Public,41.1523,-8.636
9687,Universidade do Porto - Faculdade de Ciências,Bioinformática,L1,36.0,128.3,Porto,Public,41.1523,-8.636
9696,Universidade do Porto - Faculdade de Ciências,Ciência de Computadores,L1,60.0,136.3,Porto,Public,41.1523,-8.636
9709,Universidade do Porto - Faculdade de Ciências,Ciências e Tecnologia do Ambiente,L1,40.0,138.8,Porto,Public,41.1523,-8.636
L096,Universidade do Porto - Faculdade de Ciências,Engenharia Geoespacial,L1,7.0,116.3,Porto,Public,41.1523,-8.636
L227,Universidade do Porto - Faculdade de Ciências,Inteligência Artificial e Ciência de Dados,L1,65.0,173.0,Porto,Public,41.1523,-8.636
9081,Universidade do Porto - Faculdade de Economia,Economia,L1,208.0,172.3,Porto,Public,41.1523,-8.636
9147,Universidade do Porto - Faculdade de Economia,Gestão,L1,208.0,178.0,Porto,Public,41.1523,-8.636
9089,Universidade do Porto - Faculdade de Engenharia,Engenharia Civil,L1,121.0,152.5,Porto,Public,41.1523,-8.636
9096,Universidade do Porto - Faculdade de Engenharia,Engenharia de Materiais,L1,27.0,148.5,Porto,Public,41.1523,-8.636
9099,Universidade do Porto - Faculdade de Engenharia,Engenharia do Ambiente,L1,34.0,138.0,Porto,Public,41.1523,-8.636
9104,Universidade do Porto - Faculdade de Engenharia,Engenharia e Gestão Industrial,L1,112.0,186.5,Porto,Public,41.1523,-8.636
9123,Universidade do Porto - Faculdade de Engenharia,Engenharia Mecânica,L1,210.0,179.8,Porto,Public,41.1523,-8.636
9125,Universidade do Porto - Faculdade de Engenharia,Engenharia Química,L1,63.0,165.3,Porto,Public,41.1523,-8.636
9540,Universidade do Porto - Faculdade de Engenharia,Bioengenharia,L1,98.0,180.0,Porto,Public,41.1523,-8.636
L209,Universidade do Porto - Faculdade de Engenharia,Engenharia Eletrotécnica e de Computadores,L1,230.0,148.3,Porto,Public,41.1523,-8.636
L221,Universidade do Porto - Faculdade de Engenharia,Engenharia Aeroespacial,L1,30.0,194.3,Porto,Public,41.1523,-8.636
L224,Universidade do Porto - Faculdade de Engenharia,Engenharia Informática e Computação,L1,284.0,167.3,Porto,Public,41.1523,-8.636
L236,Universidade do Porto - Faculdade de Engenharia,Engenharia de Minas e Geo-Ambiente,L1,20.0,129.0,Porto,Public,41.1523,-8.636
9494,Universidade do Porto - Faculdade de Farmácia,Ciências Farmacêuticas,MI,175.0,151.0,Porto,Public,41.1523,-8.636
9006,Universidade do Porto - Faculdade de Letras,Arqueologia,L1,29.0,141.5,Porto,Public,41.1523,-8.636
9023,Universidade do Porto - Faculdade de Letras,Ciências da Comunicação,L1,75.0,174.0,Porto,Public,41.1523,-8.636
9040,Universidade do Porto - Faculdade de Letras,Ciências da Linguagem,L1,24.0,146.3,Porto,Public,41.1523,-8.636
9139,Universidade do Porto - Faculdade de Letras,Filosofia,L1,55.0,151.0,Porto,Public,41.1523,-8.636
9143,Universidade do Porto - Faculdade de Letras,Geografia,L1,69.0,145.5,Porto,Public,41.1523,-8.636
9181,Universidade do Porto - Faculdade de Letras,História,L1,77.0,159.0,Porto,Public,41.1523,-8.636
9182,Universidade do Porto - Faculdade de Letras,História da Arte,L1,38.0,152.8,Porto,Public,41.1523,-8.636
9192,Universidade do Porto - Faculdade de Letras,Línguas Aplicadas,L1,60.0,154.5,Porto,Public,41.1523,-8.636
9197,Universidade do Porto - Faculdade de Letras,Línguas e Relações Internacionais,L1,80.0,171.5,Porto,Public,41.1523,-8.636
9204,Universidade do Porto - Faculdade de Letras,"Línguas, Literaturas e Culturas",L1,79.0,149.5,Porto,Public,41.1523,-8.636
9240,Universidade do Porto - Faculdade de Letras,Sociologia,L1,44.0,156.5,Porto,Public,41.1523,-8.636
9694,Universidade do Porto - Faculdade de Letras,Ciência da Informação,L1,46.0,138.3,Porto,Public,41.1523,-8.636
L251,Universidade do Porto - Faculdade de Letras,Literatura e Estudos Interartes,L1,42.0,154.3,Porto,Public,41.1523,-8.636
9813,Universidade do Porto - Faculdade de Medicina,Medicina,MI,275.0,185.3,Porto,Public,41.1523,-8.636
L307,Universidade do Porto - Faculdade de Medicina,Saúde Digital e Inovação Biomédica,L1,35.0,178.8,Porto,Public,41.1523,-8.636
9026,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,Ciências da Educação,L1,47.0,152.3,Porto,Public,41.1523,-8.636
9219,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,Psicologia,L1,123.0,174.0,Porto,Public,41.1523,-8.636
9708,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Ciências do Meio Aquático,L1,15.0,147.5,Porto,Public,41.1523,-8.636
9813,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Medicina,MI,155.0,184.7,Porto,Public,41.1523,-8.636
9847,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,Medicina Veterinária,MI,63.0,171.3,Porto,Public,41.1523,-8.636
9707,Universidade do Porto - Faculdade de Desporto,Ciências do Desporto,L1,123.0,143.5,Porto,Public,41.1523,-8.636
9548,Universidade do Porto - Faculdade de Medicina Dentária,Medicina Dentária,MI,66.0,178.3,Porto,Public,41.1523,-8.636
9066,Universidade do Porto - Faculdade de Direito,Criminologia,L1,46.0,164.0,Porto,Public,41.1523,-8.636
9078,Universidade do Porto - Faculdade de Direito,Direito,L1,155.0,177.8,Porto,Public,41.1523,-8.636
9003,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Agronomia,L1,22.0,117.8,Other,Public,,
9752,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Enologia,L1,14.0,115.7,Other,Public,,
9847,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Medicina Veterinária,MI,92.0,162.3,Other,Public,,
L352,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Ciência Animal,L1,25.0,125.8,Other,Public,,
L372,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Agrárias e Veterinárias,Ciências e Tecnologias Florestais,L1,3.0,130.3,Other,Public,,
9005,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Animação Sociocultural,L1,10.0,118.8,Other,Public,,
9023,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Ciências da Comunicação,L1,69.0,148.3,Other,Public,,
9081,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Economia,L1,52.0,126.0,Other,Public,,
9147,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Gestão,L1,71.0,153.8,Other,Public,,
9196,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Línguas e Relações Empresariais,L1,60.0,143.3,Other,Public,,
9204,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,"Línguas, Literaturas e Culturas",L1,39.0,139.3,Other,Public,,
9219,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Psicologia,L1,72.0,161.0,Other,Public,,
9238,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Serviço Social,L1,46.0,140.0,Other,Public,,
9254,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Turismo,L1,35.0,113.8,Other,Public,,
9803,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Teatro e Artes Performativas,L1,16.0,119.0,Other,Public,,
9853,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Educação Básica,L1,48.0,142.5,Other,Public,,
L312,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,Cultura e Transformação Digital,L1,34.0,110.3,Other,Public,,
9052,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Comunicação e Multimédia,L1,35.0,114.0,Other,Public,,
9089,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Civil,L1,12.0,124.0,Other,Public,,
9104,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia e Gestão Industrial,L1,24.0,120.0,Other,Public,,
9113,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Física,L1,2.0,147.0,Other,Public,,
9119,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Informática,L1,62.0,117.3,Other,Public,,
9123,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Mecânica,L1,27.0,126.0,Other,Public,,
9455,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Biomédica,L1,25.0,122.5,Other,Public,,
L193,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Matemática Aplicada e Ciência de Dados,L1,10.0,129.3,Other,Public,,
L209,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Engenharia Eletrotécnica e de Computadores,L1,12.0,113.8,Other,Public,,
L253,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Design Sustentável,L1,33.0,120.8,Other,Public,,
L345,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,Cidades Sustentáveis e Inteligentes,L1,0.0,,Other,Public,,
9011,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia,L1,35.0,142.3,Other,Public,,
9012,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Biologia e Geologia,L1,20.0,124.8,Other,Public,,
9015,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioquímica,L1,48.0,115.8,Other,Public,,
9351,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências Biomédicas,L1,38.0,153.5,Other,Public,,
9379,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Ambiente,L1,18.0,117.8,Other,Public,,
9540,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Bioengenharia,L1,9.0,132.0,Other,Public,,
9554,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências da Nutrição,L1,42.0,143.5,Other,Public,,
9707,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Ciências do Desporto,L1,126.0,132.5,Other,Public,,
9761,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências da Vida e do Ambiente,Genética e Biotecnologia,L1,51.0,115.3,Other,Public,,
9069,Universidade da Madeira - Faculdade de Artes e Humanidades,Design,L1,31.0,123.8,Other,Public,,
9196,Universidade da Madeira - Faculdade de Artes e Humanidades,Línguas e Relações Empresariais,L1,41.0,117.3,Other,Public,,
9219,Universidade da Madeira - Faculdade de Artes e Humanidades,Psicologia,L1,30.0,151.0,Other,Public,,
9720,Universidade da Madeira - Faculdade de Artes e Humanidades,"Comunicação, Cultura e Organizações",L1,25.0,112.0,Other,Public,,
9817,Universidade da Madeira - Faculdade de Artes e Humanidades,Artes Visuais,L1,10.0,115.0,Other,Public,,
L150,Universidade da Madeira - Faculdade de Artes e Humanidades,Estudos de Cultura,L1,5.0,,Other,Public,,
9015,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Bioquímica,L1,5.0,,Other,Public,,
9089,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Civil,L1,7.0,126.8,Other,Public,,
9107,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Eletrónica e Telecomunicações,L1,3.0,,Other,Public,,
9119,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Informática,L1,54.0,142.0,Other,Public,,
9209,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Matemática,L1,7.0,149.4,Other,Public,,
9455,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Biomédica,L1,17.0,132.0,Other,Public,,
L367,Universidade da Madeira - Faculdade de Ciências Exatas e da Engenharia,Engenharia Física e Computacional,L1,6.0,162.0,Other,Public,,
9026,Universidade da Madeira - Faculdade de Ciências Sociais,Ciências da Educação,L1,19.0,127.0,Other,Public,,
9081,Universidade da Madeira - Faculdade de Ciências Sociais,Economia,L1,4.0,137.3,Other,Public,,
9147,Universidade da Madeira - Faculdade de Ciências Sociais,Gestão,L1,55.0,129.5,Other,Public,,
9736,Universidade da Madeira - Faculdade de Ciências Sociais,Educação Física e Desporto,L1,31.0,131.3,Other,Public,,
9853,Universidade da Madeira - Faculdade de Ciências Sociais,Educação Básica,L1,25.0,152.3,Other,Public,,
8083,Universidade da Madeira - Faculdade de Ciências da Vida,Ciclo Básico de Medicina,PM,38.0,176.8,Other,Public,,
9011,Universidade da Madeira - Faculdade de Ciências da Vida,Biologia,L1,16.0,126.0,Other,Public,,
9500,Universidade da Madeira - Escola Superior de Saúde,Enfermagem,L1,26.0,150.0,Other,Public,,
9076,Universidade da Madeira - Escola Superior de Tecnologias e Gestão,Direção e Gestão Hoteleira,L1,12.0,144.5,Other,Public,,
9069,Universidade de Lisboa - Faculdade de Arquitetura,Design,L1,50.0,173.5,Lisbon,Public,38.7485,-9.1604
9071,Universidade de Lisboa - Faculdade de Arquitetura,Design de Moda,L1,50.0,164.5,Lisbon,Public,38.7485,-9.1604
9257,Universidade de Lisboa - Faculdade de Arquitetura,Arquitetura,MI,209.0,161.3,Lisbon,Public,38.7485,-9.1604
8399,Universidade de Lisboa - Faculdade de Belas-Artes,Desenho,L1,54.0,162.8,Lisbon,Public,38.7485,-9.1604
9070,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Comunicação,L1,84.0,160.8,Lisbon,Public,38.7485,-9.1604
9072,Universidade de Lisboa - Faculdade de Belas-Artes,Design de Equipamento,L1,55.0,156.0,Lisbon,Public,38.7485,-9.1604
9754,Universidade de Lisboa - Faculdade de Belas-Artes,Escultura,L1,55.0,146.8,Lisbon,Public,38.7485,-9.1604
9790,Universidade de Lisboa - Faculdade de Belas-Artes,Pintura,L1,55.0,158.0,Lisbon,Public,38.7485,-9.1604
9904,Universidade de Lisboa - Faculdade de Belas-Artes,Arte Multimédia,L1,73.0,154.5,Lisbon,Public,38.7485,-9.1604
L010,Universidade de Lisboa - Faculdade de Belas-Artes,Ciências da Arte e do Património,L1,30.0,153.8,Lisbon,Public,38.7485,-9.1604
9011,Universidade de Lisboa - Faculdade de Ciências,Biologia,L1,174.0,136.3,Lisbon,Public,38.7485,-9.1604
9015,Universidade de Lisboa - Faculdade de Ciências,Bioquímica,L1,70.0,141.8,Lisbon,Public,38.7485,-9.1604
9113,Universidade de Lisboa - Faculdade de Ciências,Engenharia Física,L1,40.0,153.5,Lisbon,Public,38.7485,-9.1604
9119,Universidade de Lisboa - Faculdade de Ciências,Engenharia Informática,L1,105.0,134.3,Lisbon,Public,38.7485,-9.1604
9141,Universidade de Lisboa - Faculdade de Ciências,Física,L1,40.0,146.5,Lisbon,Public,38.7485,-9.1604
9146,Universidade de Lisboa - Faculdade de Ciências,Geologia,L1,26.0,121.0,Lisbon,Public,38.7485,-9.1604
9209,Universidade de Lisboa - Faculdade de Ciências,Matemática,L1,26.0,140.0,Lisbon,Public,38.7485,-9.1604
9212,Universidade de Lisboa - Faculdade de Ciências,"Meteorologia, Oceanografia e Geofísica",L1,10.0,114.0,Lisbon,Public,38.7485,-9.1604
9223,Universidade de Lisboa - Faculdade de Ciências,Química,L1,27.0,137.3,Lisbon,Public,38.7485,-9.1604
9226,Universidade de Lisboa - Faculdade de Ciências,Química Tecnológica,L1,11.0,119.8,Lisbon,Public,38.7485,-9.1604
9381,Universidade de Lisboa - Faculdade de Ciências,Estatística Aplicada,L1,20.0,128.8,Lisbon,Public,38.7485,-9.1604
9385,Universidade de Lisboa - Faculdade de Ciências,Matemática Aplicada,L1,77.0,146.5,Lisbon,Public,38.7485,-9.1604
L079,Universidade de Lisboa - Faculdade de Ciências,Tecnologias de Informação,L1,27.0,125.0,Lisbon,Public,38.7485,-9.1604
L096,Universidade de Lisboa - Faculdade de Ciências,Engenharia Geoespacial,L1,2.0,115.8,Lisbon,Public,38.7485,-9.1604
L204,Universidade de Lisboa - Faculdade de Ciências,Engenharia Biomédica e Biofísica,L1,43.0,154.8,Lisbon,Public,38.7485,-9.1604
